NO,FEATURE CODE,FEATURE NAME,NAME,TYPE,STATE,LAT,LONG
818,BJ0330,Petrol Station,BHP Sentul Pasar,BHP,Wilayah Persekutuan Kuala Lumpur,3.19391,101.691
819,BJ0330,Petrol Station,PETRONAS Bt 4 Jalan Ipoh,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.19451,101.68
820,BJ0330,Petrol Station,MOBIL Sentul Pasar,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.1946,101.691
821,BJ0330,Petrol Station,ESSO Sentul Pasar,PETRON,Wilayah Persekutuan Kuala Lumpur,3.19511,101.691
822,BJ0330,Petrol Station,MOBIL Menjalara,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.19582,101.63
823,BJ0330,Petrol Station,PETRONAS Menjalara,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.19593,101.631
824,BJ0330,Petrol Station,SHELL Menjalara,SHELL,Wilayah Persekutuan Kuala Lumpur,3.19597,101.631
825,BJ0330,Petrol Station,SHELL Wangsa Maju,SHELL,Wilayah Persekutuan Kuala Lumpur,3.19674,101.745
826,BJ0330,Petrol Station,BHP Taman Sri Segambut,BHP,Wilayah Persekutuan Kuala Lumpur,3.19672,101.655
827,BJ0330,Petrol Station,SHELL Jalan Gombak,SHELL,Wilayah Persekutuan Kuala Lumpur,3.19747,101.705
828,BJ0330,Petrol Station,BHP Taman Kok Doh,BHP,Wilayah Persekutuan Kuala Lumpur,3.19743,101.669
829,BJ0330,Petrol Station,CALTEX Batu Kantonmen,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.1976,101.679
830,BJ0330,Petrol Station,ESSO Jalan Genting Klang (S),PETRON,Wilayah Persekutuan Kuala Lumpur,3.1982,101.716
831,BJ0330,Petrol Station,PETRONAS Jalan Gombak,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.19833,101.704
832,BJ0330,Petrol Station,SHELL Jalan Genting Klang (N),SHELL,Wilayah Persekutuan Kuala Lumpur,3.19839,101.715
833,BJ0330,Petrol Station,SHELL Jalan Kilang,SHELL,Wilayah Persekutuan Kuala Lumpur,3.19846,101.726
834,BJ0330,Petrol Station,BHP Jalan Genting Klang (S),BHP,Wilayah Persekutuan Kuala Lumpur,3.19846,101.716
835,BJ0330,Petrol Station,BHP Jalan Gombak,BHP,Wilayah Persekutuan Kuala Lumpur,3.19979,101.703
836,BJ0330,Petrol Station,PETRONAS Jalan Genting Klang (S),PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.20078,101.719
837,BJ0330,Petrol Station,SHELL Jalan Genting Klang (S),SHELL,Wilayah Persekutuan Kuala Lumpur,3.20095,101.719
838,BJ0330,Petrol Station,MOBIL Alpha Angle,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.20129,101.733
839,BJ0330,Petrol Station,MOBIL Kepong Baru,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.20144,101.646
840,BJ0330,Petrol Station,PETRONAS Jalan Ipoh Bt 5,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.20303,101.673
841,BJ0330,Petrol Station,PETRONAS Jalan Jambu Jerteh,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.20539,101.667
842,BJ0330,Petrol Station,PETRONAS NGV Jalan Jambu Jerteh,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.20552,101.667
843,BJ0330,Petrol Station,CALTEX Jalan Genting Klang,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.20779,101.727
844,BJ0330,Petrol Station,BHP Jalan Kepong,BHP,Wilayah Persekutuan Kuala Lumpur,3.20831,101.654
845,BJ0330,Petrol Station,PETRONAS Jalan Kepong,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.20839,101.654
846,BJ0330,Petrol Station,SHELL Setapak Indah,SHELL,Wilayah Persekutuan Kuala Lumpur,3.20934,101.719
847,BJ0330,Petrol Station,SHELL Jinjang Utara,SHELL,Wilayah Persekutuan Kuala Lumpur,3.20923,101.655
848,BJ0330,Petrol Station,PETRONAS Setapak Indah,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.20974,101.718
849,BJ0330,Petrol Station,PETRONAS Jinjang Utara,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.20979,101.657
850,BJ0330,Petrol Station,PETRONAS NGV  Wangsa Melawati,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.21041,101.744
851,BJ0330,Petrol Station,SHELL Kampung Batu,SHELL,Wilayah Persekutuan Kuala Lumpur,3.21127,101.673
852,BJ0330,Petrol Station,SHELL Kepong Baru,SHELL,Wilayah Persekutuan Kuala Lumpur,3.21191,101.647
853,BJ0330,Petrol Station,CALTEX Taman Kepong,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.21258,101.633
854,BJ0330,Petrol Station,BHP Taman Ibukota,BHP,Wilayah Persekutuan Kuala Lumpur,3.21326,101.714
855,BJ0330,Petrol Station,SHELL Taman Kepong,SHELL,Wilayah Persekutuan Kuala Lumpur,3.2132,101.635
856,BJ0330,Petrol Station,PETRONAS Metro Perdana,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.21487,101.642
857,BJ0330,Petrol Station,MOBIL Taman Wahyu,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.22234,101.672
858,BJ0330,Petrol Station,ESSO,PETRON,Wilayah Persekutuan Kuala Lumpur,3.22253,101.732
859,BJ0330,Petrol Station,PETRONAS Jalan Ipoh (S),PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.22281,101.672
860,BJ0330,Petrol Station,SHELL Jalan Ipoh (S),SHELL,Wilayah Persekutuan Kuala Lumpur,3.22333,101.672
861,BJ0330,Petrol Station,PETRONAS FRIM,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.2247,101.639
862,BJ0330,Petrol Station,PETRONAS Taman Melati,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.22504,101.729
863,BJ0330,Petrol Station,SHELL Intan Baiduri,SHELL,Wilayah Persekutuan Kuala Lumpur,3.22966,101.651
864,BJ0330,Petrol Station,SHELL MRR2,SHELL,Wilayah Persekutuan Kuala Lumpur,3.22968,101.656
865,BJ0330,Petrol Station,PETRONAS Intan Baiduri,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.22972,101.651
866,BJ0330,Petrol Station,PETRONAS Jalan Ipoh (S),PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.24352,101.663
